Date,Open,High,Low,Close,Volume
2019-01-01,100.49671415301123,101.4437811160499,100.20375031635234,101.15847461744013,93431.0
2019-01-02,100.35844985184005,102.50960010532434,100.19389646248499,102.0255077750579,112912.0
2019-01-03,101.00613838994074,101.1717925815324,96.39224578758409,97.01866710479783,
2019-01-04,102.52916824634876,103.58339975329778,102.30505593819869,103.27728138604391,94213.0
2019-01-07,102.29501487162543,105.29292811985091,101.94888970699247,104.75035285657201,105235.0
2019-01-08,102.06087791467625,102.47358317966574,98.6571343060858,99.64159587729384,113804.0
2019-01-09,103.64009073018364,108.4597827165134,103.58837166552959,106.98523550385904,98989.0
2019-01-10,104.40752545933655,105.86790326843705,103.38648743926468,105.24556347806865,90779.0
2019-01-11,103.9380510734016,104.61358825650561,102.38934813090245,102.52802736188478,105351.0
2019-01-14,104.48061111698756,105.14184009535934,104.35793347208029,104.36907296167215,101042.0
2019-01-15,104.0171934241751,105.37478028007779,103.85615226879162,105.13384724921855,109276.0
2019-01-16,103.55146367060485,103.97710685211865,103.54591766863055,103.70347445342966,95534.0
2019-01-17,103.79342594217087,105.14537984472229,103.3869187560408,104.87093792706361,116469.0
2019-01-18,101.88014569751307,102.00762359428992,99.62715855351549,100.03879851135434,93306.0
2019-01-21,100.15522786500004,100.55667664307364,100.04234710344417,100.4939495130722,92902.0
2019-01-22,99.59294033575907,99.75688009783875,96.75670471598228,96.76551134194911,119379.0
2019-01-23,98.58010921542466,98.62305571857132,97.86997407908812,98.35765709272725,103391.0
2019-01-24,98.89435654801993,100.0040067343937,96.43478729912297,97.08654126509035,93718.0
2019-01-25,97.98633247249872,98.10123228778632,96.18292121465264,96.51527258731919,90021.0
2019-01-28,96.57402877116343,99.47191833871446,96.29756835247977,99.0462151215843,91500.0
2019-01-29,98.03967754008498,100.30990349072778,97.53876511324401,100.22229778127353,99034.0
2019-01-30,97.81390123959844,100.5248069827145,97.56511582040584,99.03217748141279,105799.0
2019-01-31,97.88142944428637,98.06517027702353,95.3058021686857,95.69680391494121,116336.0
2019-02-01,96.4566812580729,96.6134461011591,95.44401279994315,95.8238643586833,93641.0
2019-02-04,95.91229853354773,98.79939468449473,95.02676425700368,98.3384939335061,111596.0
2019-02-05,96.02322112325758,96.547998894142,95.78744993304848,96.30665495053739,90191.0
2019-02-06,94.87222754583529,99.7209338710246,93.9566551066661,99.51088662579868,103306.0
2019-02-07,95.24792556418096,96.33798653957754,94.63370364854808,96.0345612429697,103414.0
2019-02-08,94.64728687426215,96.05965688965699,93.60949286972289,95.03138510724222,98587.0
2019-02-11,94.35559312446888,94.92103734213184,93.69432534966843,93.73736019606388,113558.0
2019-02-12,93.75388651223948,94.25778436020975,93.67872628210354,94.02096832180403,111498.0
2019-02-13,95.60616469674842,96.06935526173919,95.13787691739415,95.30122502398733,94662.0
2019-02-14,95.59266747201049,97.28664114855879,95.0713786246752,97.00888482538767,94326.0
2019-02-15,94.53495654305459,96.90770443238681,93.94883966633627,,99065.0
2019-02-18,95.35750145515777,95.56618486196031,93.55333760236859,93.78552253414188,117197.0
2019-02-19,94.13665780518676,94.28420276230571,91.19891593221695,91.4741918980712,110719.0
2019-02-20,94.3455214001915,94.83342975986386,90.51493149321684,90.6731106539849,114665.0
